savedsearch_name,runs,app,search,user
GCR - Vendor - AD Account Sharing Report,1,AmwayGcrSec,"index=domain signature_id=4624 `ACCL_List_HostName_AD` user=cnv* 
    (NOT (Source_Network_Address=10.140.226.* OR Source_Network_Address=10.140.227.* OR Source_Network_Address=10.140.228.* OR Source_Network_Address=10.140.229.* OR Source_Network_Address=10.140.230.* OR Source_Network_Address=10.140.231.* )) AND
    (NOT (Source_Network_Address=10.143.226.* OR Source_Network_Address=10.143.227.* OR Source_Network_Address=10.143.228.* OR Source_Network_Address=10.143.229.* OR Source_Network_Address=10.143.230.* OR Source_Network_Address=10.143.231.*)) AND 
    Source_Network_Address=10.* AND
    (NOT (Source_Network_Address=10.198.161.* OR Source_Network_Address=10.180.160.* OR Source_Network_Address=10.180.161.* OR Source_Network_Address=10.54.* OR Source_Network_Address=10.55.*)) user!=""cnview01"" user!=""*\$"" user!=cnvid*
    user!=""cnvrops01""  Workstation_Name!=""-"" 
| bucket span=20m _time 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats dc(Source_Network_Address) as number by _time,user,First_name,Last_name 
| where number>=4 
| eval User=lower(user) 
| stats dc(number) as ""AD_Account_Sharing"" by _time,User,First_name,Last_name 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - Hit Sinkhole Report,1,AmwayGcrSec,"`GCR_Events_FW_DC` dest_ip=72.5.65.111 src_zone=fw_inside src_user=""na\\cnv*"" 
| bucket span=24h _time 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as number by _time,src_user,First_name,Last_name 
| where number>=50 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| stats dc(_time) as ""Excessive_Sinkhole_Hits"" by Date,User,First_name,Last_name 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - PA C&C URL Report,1,AmwayGcrSec,"index=pan_logs tag=gcr_pan log_subtype=url http_category=command-and-control src_ip=10.* dest_zone!=vpn_span src_user=""na\\cnv*"" (date_hour>=21 OR date_hour<=9) 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""C&C_URL"" by _time,User,First_name,Last_name 
| sort - ""C&C_URL"" 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - PA CoinMine Report,1,AmwayGcrSec,"index=""output-gcr"" sourcetype=""GCR_FW_PA_Alert_OutputList"" Alert_name=""GCR - FW - Malware Blacklist IP Connection"" src_user=na\\\\cnv* 
| eval User=lower(src_user) 
| replace ""na\\\\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""Coin_Mining"" by _time,User,First_name,Last_name 
| sort - ""Coin_Mining"" 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - PA Malware URL Report,1,AmwayGcrSec,"index=pan_logs tag=gcr_pan log_subtype=url application!=wechat-base (src_zone!=fw_vender AND src_zone!=vpn ) http_category=malware (application=ssl OR application=""web-browsing"") url!=""*mmtls*"" src_user=""na\\cnv*"" 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""Malware_URL"" by _time,User,First_name,Last_name 
| sort - ""Malware_URL"" 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - PA Ransomware Report,1,AmwayGcrSec,"index=""output-gcr"" sourcetype=""GCR_Virus_PA_Alert_OutputList"" Alert_name=""GCR - IPS - [Critical] Ransomware Virus Detection"" 
| eval User=lower(src_user) 
| replace ""na\\\\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""Ransomware"" by _time,User,First_name,Last_name 
| sort - ""Ransomware"" 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - PA Spyware Report,1,AmwayGcrSec,"`GCR_Events_Spyware_DC` src_user=""na\\cnv*"" 
| where severity=""medium"" OR severity=""high"" OR severity=""critical"" 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""PA_Spyware"" by _time,User,First_name,Last_name 
| sort - ""PA_Spyware"" 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - PA Virus Report,1,AmwayGcrSec,"`GCR_Events_Virus_DC` src_user=""na\\cnv*"" 
| where severity=""medium"" OR severity=""high"" OR severity=""critical"" 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""PA_Virus"" by _time,User,First_name,Last_name 
| sort - PA_Virus 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - PA Vulnerability Report,1,AmwayGcrSec,"`GCR_Events_IPS_DC` src_user=""na\\cnv*"" 
| where severity=""medium"" OR severity=""high"" OR severity=""critical"" 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""PA_Vulnerability"" by _time,User,First_name,Last_name 
| sort - PA_Vulnerability 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - PA Wildfire-Virus Report,1,AmwayGcrSec,"`GCR_Events_Threat_DC` log_subtype=wildfire-virus src_user=""na\\cnv*"" 
| where severity=""medium"" OR severity=""high"" OR severity=""critical"" 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""Wildfire-Virus"" by _time,User,First_name,Last_name 
| sort - ""Wildfire-Virus"" 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - VPN AV Noncompliance Report,1,AmwayGcrSec,"index=pan_logs tag=gcr_pan hip_name=HIPP_Notification_AV (src_user=na\\cnv* OR (src_user!=na\\cnv* AND hostname!=cnws*)) 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""VPN_AV_Noncompliance"" by _time,User,First_name,Last_name 
| sort - ""VPN_AV_Noncompliance"" 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Vendor - VPN Patch Noncompliance Report,1,AmwayGcrSec,"index=pan_logs tag=gcr_pan hip_name=HIPP_Notification_Patch (src_user=na\\cnv* OR (src_user!=na\\cnv* AND hostname!=cnws*)) 
| eval User=lower(src_user) 
| replace ""na\*"" with ""*"" in User 
| fillnull value=""-"" user_first user_last 
| rename user_first as First_name,user_last as Last_name 
| stats count as ""VPN_Patch_Noncompliance"" by _time,User,First_name,Last_name 
| sort - ""VPN_Patch_Noncompliance"" 
| collect index=""output-gcr"" sourcetype=""GCR_Vendor_SecurityEvents_Report""",None
GCR - Virus - [Critical] Spreading Reached 10 Times,1,AmwayGcrSec,"index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList"" Alert_name=""GCR - Virus - [Critical] Spreading Reached 10 Times"" 
| eval u_t_time=strptime(Trigger_Time,""%F %T"") 
| eval d_time=now()-u_t_time 
| eventstats dc(Trigger_Time) as alert_count by src_ip 
| where alert_count=1 
| where d_time<=901 
| table Alert_name Trigger_Time timestamp vendor_product user region severity category signature process file_name file_path vendor_action hostname username src_country product engine_version event_description signature_version src_ip src_dns dest_ip dest_asset_name dest_nt_host IPList 
| fields - Alert_name,Trigger_Time",
GCR - Virus - [Critical] Spreading Reached 10 Times OutputList,1,AmwayGcrSec,"`GCR_Events_Virus_EndPoint` (NOT (sprot=""25"" (src_ip=10.54.180.23 OR src_ip=10.55.18.44 OR src_ip=10.54.248.77 OR src_ip=167.23.249.41 OR src_ip=167.23.48.49)))
    AND (signature!=TFTPD32 OR signature!=""防病毒标准保护:禁止群发邮件蠕虫发送邮件"" OR signatrue!= ""Anti-virus Standard Protection:Prevent mass mailing worms from sending mail"" OR signature!=""防病毒標準保護:防止大宗郵件蠕蟲病毒傳送郵件"") 
| regex src_ip=""."" 
| where src_ip!=dest_ip 
| regex signature!=""Artemis"" 
| eventstats count as EventCount by src_ip 
| where EventCount>=10 
| eval Alert_name=""GCR - Virus - [Critical] Spreading Reached 10 Times"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| table Alert_name Trigger_Time _time timestamp vendor_product user region severity category signature process file_name file_path vendor_action hostname username src_country product engine_version event_description signature_version src_ip src_dns dest_ip dest_nt_host 
| lookup servercidrlookup ip as dest_ip output name as dest_asset_name 
| eventstats values(src_ip) as IPList 
| eval IPList=mvjoin(IPList,"","") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList""",
GCR - Virus - ATL Server Is Infected With Virus,1,AmwayGcrSec,"index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList"" Alert_name=""GCR - Virus - ATL Server Is Infected With Virus"" 
| eval u_t_time=strptime(Trigger_Time,""%F %T"") 
| eval d_time=now()-u_t_time 
| eventstats dc(Trigger_Time) as alert_count by dest_ip 
| where alert_count=1 
| where d_time<=181 
| dedup signature dest_nt_host
| table _time vendor_product user region severity category signature process file_name vendor_action hostname username src_country product engine_version event_description signature_version src_ip src_dns dest_ip dest_nt_host dest_asset_name",
GCR - Virus - ATL Server Is Infected With Virus OutputList,1,AmwayGcrSec,"`ATL_Events_Virus_EndPoint`  
    AND (dest_ip=10.180.161.* OR dest_ip=10.180.66.*  OR fqdn!=twws* )
| lookup servercidrlookup ip as dest_ip output Cluster as dest_asset_name
| fillnull value=null dest_asset_name 
| search dest_asset_name!=""*Wireless*"" AND dest_asset_name!=""*Client*""
| eval Alert_name=""GCR - Virus - ATL Server Is Infected With Virus"" 
| eval Trigger_Time=strftime(now(),""%F %T"")
| table Alert_name Trigger_Time _time user region severity category signature threat_type process file_name file_path vendor_action fqdn hostname username src_country product engine_version event_description signature_version src_ip src_dns dest_ip dest_nt_host dest_asset_name vendor_product
| eventstats values(src_ip) as IPList 
| eval IPList=mvjoin(IPList,"","") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList""",
GCR - Virus - ATL Virus Propagation,1,AmwayGcrSec,"`ATL_Events_Virus_EndPoint`
    AND threat_type!=none 
    AND signature!=*IRC* 
    AND NOT((signature=""*防止大宗*"" OR signature=""Anti-virus Standard Protection:Prevents mass mailing worms from sending mail"") AND (src_ip=10.54.180.23 OR src_ip=10.55.18.44 src_ip=10.54.248.77 OR src_ip=167.23.249.41 OR src_ip=167.23.248.49)) 
    AND src_ip=""*""
| where src_ip!=dest_ip 
| lookup servercidrlookup ip as dest_ip output Cluster as dest_asset_name 
| fillnull value=null dest_asset_name 
| eval Alert_name=""GCR - Virus - ATL Virus Propagation"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| table Alert_name Trigger_Time _time user region severity category signature threat_type process file_name file_path vendor_action fqdn hostname username src_country product engine_version event_description signature_version src_ip src_dns dest_ip dest_nt_host dest_asset_name vendor_product 
| eventstats values(src_ip) as IPList 
| eval IPList=mvjoin(IPList,"","") 
| collect index=""output-gcr"" sourcetype=""GCR - Virus - ATL Virus Propagation"" 
| fields - Alert_name Trigger_Time",
GCR - Virus - Host Virus Spreading,1,AmwayGcrSec,"`GCR_Events_Virus_EndPoint` (NOT (sprot=""25"" (src_ip=10.54.180.23 OR src_ip=10.55.18.44 OR src_ip=10.54.248.77 OR src_ip=167.23.249.41 OR src_ip=167.23.48.49)))
    AND (signature!=TFTPD32 OR signature!=""防病毒标准保护:禁止群发邮件蠕虫发送邮件"" OR signatrue!= ""Anti-virus Standard Protection:Prevent mass mailing worms from sending mail"" OR signature!=""防病毒標準保護:防止大宗郵件蠕蟲病毒傳送郵件"") 
| regex src_ip=""."" 
| where src_ip!=dest_ip 
| eval Alert_name=""GCR - Virus - Host Virus Spreading"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| table Alert_name,Trigger_Time,_time,fqdn,src_ip,dest_ip,user,logon_user,file_name,product,severity,event_description,signature,signature_version,vendor_action 
| lookup servercidrlookup ip as dest_ip output name as dest_area_name 
| search name!=""*文件服务器*"" 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList"" 
| fields - Alert_name,Trigger_Time",
GCR - Virus - Infected Statisics Count >=100 Within 7 Days,1,AmwayGcrSec,"`GCR_Events_Virus_EndPoint` 
| rename file_path as file_name 
| regex file_name!=""C:\\Windows\\Amway_MKT.scr*"" 
| regex file_name="".*C:.*|.*D:.*"" 
| eval Alert_name=""GCR - Virus - Infected Statisics Count >=100 Within 7 Days"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| eventstats count as ip_event_count by src_ip 
| eventstats count as host_event_count by hostname 
| search ip_event_count>=100 OR host_event_count>=100 
| table Alert_name Trigger_Time _time timestamp src_country product severity process engine_version event_description signature signature_version src_ip hostname dest_ip dest_nt_host file_name user vendor_action host_event_count 
| join type=left hostname 
    [ search `GCR_Events_Virus_EndPoint` earliest=@d latest=now 
    | rename file_path as file_name 
    | regex file_name!=""C:\\Windows\\Amway_MKT.scr*"" 
    | regex file_name="".*C:.*|.*D:.*"" 
    | stats count by hostname ] 
| lookup servercidrlookup hostname output name as dest_asset_name 
| replace *.na.intranet.msd with * in hostname 
| fillnull value=""null"" count 
| where count!=""null"" 
| eventstats values(hostname) as IPList 
| eval IPList=mvjoin(IPList,"","")
| collect index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList"" 
| fields - Alert_name Trigger_Time _time",
GCR - Virus - Infected statistics,1,AmwayGcrSec,"`GCR_Events_Virus_EndPoint` 
| eval Alert_name=""Virus - Infected statistics"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| collect index=""output-gcr"" sourcetype=""Unblocked_Multiple_Risk_Attacks""",
GCR - Virus - Palo Alto Virus Monthly Report（Event Report),1,AmwayGcrSec,"`GCR_Events_Virus_DC` OR `GCR_Events_Spyware_DC` vendor_product=""Palo Alto Networks Firewall"" application!=dns application!=sip (dest_ip=10.* OR src_ip=10.* OR src_ip=192.168.*) 
| rename src_ip as ip 
| iplocation ip 
| eval src_ip_zone=Region+ ""-"" + City 
| rename ip as src_ip 
| rename dest_ip as ip 
| lookup networkcidrlookup ip output region name
| eval dest_ip_zone=region+ ""-"" +name 
| rename ip as dest_ip 
| eval Date=strftime(_time, ""%Y-%m"") 
| table src_ip src_ip_zone threat vendor_action severity log_subtype application dest_ip dest_ip_zone dvc_name user url vendor_product rule Date Country 
| fillnull value="" "" Date src_ip src_ip_zone threat vendor_action application dest_ip dest_ip_zone dvc_name user url vendor_product rule Country 
| stats count as Eventcounts by Date log_subtype severity threat vendor_action dest_ip dest_ip_zone dvc_name src_ip src_ip_zone Country user application rule url 
| sort - Eventcounts",None
GCR - Virus - PaloAlto Virus Alerts Reached 5 Times,1,AmwayGcrSec,"index=""output-gcr"" sourcetype=""GCR_Virus_PA_Alert_OutputList"" Alert_name=""GCR - Virus - PaloAlto Virus Alerts Reached 5 Times"" 
| eval u_t_time=strptime(Trigger_Time,""%F %T"") 
| eval d_time=now()-u_t_time 
| eventstats dc(Trigger_Time) as alert_count by dest_ip,threat 
| where alert_count=1 
| where d_time<=601 
| table _time,log_subtype,file_name,rule,severity,threat,action,src_port,src_ip,src_country,dest_ip,dest_port,dest_asset_name,user,application,url,dvc_name,IPList",
GCR - Virus - PaloAlto Virus Alerts Reached 5 Times OutputList,1,AmwayGcrSec,"`GCR_Events_Virus_DC` vendor_product=""Palo Alto Networks Firewall"" ( src_ip!=192.168* AND dest_ip!=192.168*) 
NOT 'ACCL_List_IP_FileServer(dest_ip)'
NOT 'ACCL_List_IP_FileServer(src_ip)'
| eval Alert_name=""GCR - Virus - PaloAlto Virus Alerts Reached 5 Times"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| table Alert_name,Trigger_Time,_time,log_subtype,region,action,app,application,src_ip,src_country,src_port,src_user,user,src_zone,dest_ip,dest_location,dest_port,dest_zone,dvc_name,file_name,url,rule,severity,signature,threat 
| fillnull value="""" 
| eventstats count as EventCount by src_ip,dvc_name,dest_ip,user,application 
| where EventCount>=5 
| lookup servercidrlookup ip as dest_ip output name as dest_asset_name 
| eventstats values(src_ip) as IPList 
| eval IPList=mvjoin(IPList,"","") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_PA_Alert_OutputList""",
GCR - Virus - PaloAlto Virus Alerts To Different Dest_IP,1,AmwayGcrSec,"index=""output-gcr"" sourcetype=""GCR_Virus_PA_Alert_Lateral_Attack_OutputList"" Alert_name=""GCR - Virus - PaloAlto Virus Alerts To Different Dest_IP"" 
| eval u_t_time=strptime(Trigger_Time,""%F %T"") 
| eval d_time=now()-u_t_time 
| eventstats dc(Trigger_Time) as alert_count by dest_ip,threat 
| where alert_count=1 
| where d_time<=601 
| table _time,log_subtype,rule,severity,threat,action,src_port,src_ip,src_country,dest_ip,dest_port,dest_asset_name,user,application,url,dvc_name,IPList",
GCR - Virus - PaloAlto Virus Alerts To Different Dest_IP OutputList,1,AmwayGcrSec,"`GCR_Events_Virus_DC` vendor_product=""Palo Alto Networks Firewall"" ( src_ip!=192* AND dest_ip!=192*) 
| eval Alert_name=""GCR - Virus - PaloAlto Virus Alerts To Different Dest_IP"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| table Alert_name,Trigger_Time,_time,log_subtype,region,action,app,application,src_ip,src_country,src_port,src_user,user,src_zone,dest_ip,dest_location,dest_port,dest_zone,dvc_name,file_name,url,rule,severity,signature,threat 
| fillnull value="""" 
| eventstats dc(dest_ip) as EventCount by src_ip 
| where EventCount>=2
| lookup servercidrlookup ip as dest_ip output name as dest_asset_name 
| eventstats values(src_ip) as IPList 
| eval IPList=mvjoin(IPList,"","") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_PA_Alert_Lateral_Attack_OutputList""",
GCR - Virus - POS Computer Is Infected with Virus (SECP),1,AmwayGcrSec,"index=sccm sourcetype=scep_china hostname=cnws* AND hostname!=cnwsbj* AND hostname!=cnwssh* AND hostname!=cnwsgz* 
| table _time username category action hostname resource severity process signature 
| lookup pos_computer_lookup Host_Name as hostname output src_ip as ip 
| search ip=""*""
| lookup servercidrlookup hostname output name as dest_asset_name 
| table _time category action signature username resource hostname dest_asset_name ip severity process  
| eval Alert_name=""GCR - Virus - POS Computer Is Infected with Virus (SECP)"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList"" 
| fields - Trigger_Time Alert_name",
GCR - Virus - Ransomware Virus Detection,1,AmwayGcrSec,"`GCR_Events_Virus_EndPoint` *ransom* OR *wannaCry* (file_path!=""C:\\Windows\\PSEXESVC.exe"" AND file_name!=""C:\\Windows\\PSEXESVC.exe"") 
| eval Alert_name=""GCR - Virus - Ransomware Virus Detection"" 
| eval time=strftime(_time,""%F %T"") 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| table Alert_name Trigger_Time _time timestamp vendor_product user region severity category signature process file_path vendor_action hostname username src_country product engine_version event_description signature_version src_ip src_dns dest_ip dest_nt_host file_name vendor_action 
| lookup servercidrlookup ip as dest_ip output name as dest_asset_name 
| eventstats values(src_ip) as IPList 
| eval IPList=mvjoin(IPList,"","") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList"" 
| fields - Alert_name,Trigger_Time,_time",
GCR - Virus - Server is Infected with Virus,1,AmwayGcrSec,"`GCR_Events_Virus_EndPoint` 
    `ACCL_List_HostName_Server(hostname)` OR `ACCL_List_HostName_Server(dest_dns)` 
| regex signature!=""TFTPD32|Spyware-AdaEbook|Generic\.dx|Artemis"" 
| regex file_name!=""\\cn"" 
| eval Alert_name=""GCR - Virus - Server is Infected with Virus"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| lookup servercidrlookup ip as dest_ip output name as dest_asset_name 
| table Alert_name Trigger_Time _time timestamp vendor_product user region severity category signature process file_name vendor_action hostname username src_country product engine_version event_description signature_version src_ip src_dns dest_ip dest_asset_name dest_nt_host 
| eventstats values(src_ip) as IPList 
| eval IPList=mvjoin(IPList,"","") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList"" 
| fields - Alert_name,Trigger_Time,_time",
GCR - Virus - Server is Infected with Virus (PA),1,AmwayGcrSec,"`GCR_Events_Virus_DC` vendor_product=""Palo Alto Networks Firewall"" 
    (`GCR_List_Segment_ServerFarm(src_ip)` AND (severity!=low AND severity!=informational )) 
    OR
    ( (`GCR_List_Segment_ServerFarm(dest_ip)` AND src_ip!=10.* AND src_ip!=""172.*"" AND src_ip!=""192.*"" ) AND (severity!=low AND severity!=informational ) ) 
| eval Alert_name=""GCR - Virus - Server is Infected with Virus (PA)"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| lookup servercidrlookup ip as dest_ip output name as dest_asset_name 
| lookup servercidrlookup ip as src_ip output name as src_asset_name 
| search src_asset_name!=""*文件*"" AND src_asset_name!=""*file*"" AND dest_asset_name!=""*文件*"" AND dest_asset_name!=""*file*"" 
| table Alert_name,Trigger_Time,_time,log_subtype,region,action,app,application,src_ip,src_asset_name,src_country,src_port,src_user,user,src_zone,dest_ip,dest_location,dest_asset_name,dest_port,dest_zone,dvc_name,file_name,url,rule,severity,signature,threat
| eventstats values(dest_ip) as IPList 
| eval IPList=mvjoin(IPList,"" , "") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_PA_Alert_OutputList"" 
| fields - Alert_name Trigger_Time",
GCR - Virus - VP Computer Is Infected With Virus,1,AmwayGcrSec,"`GCR_Events_Virus_EndPoint` 
| rename dest as Computername 
| rex field=hostname ""(?<Computername>\w+)\.\w+\.\w+\.\w+"" 
| eval computername=lower(Computername) 
| lookup Director_Computers.csv computername output Tag 
| lookup VP_computers.csv computername output Status 
| search Status=enable OR Tag=dc 
| eval Alert_name=""GCR - Virus - VP Computer Is Infected With Virus"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| table Alert_name Trigger_Time _time action vendor_product user region severity category signature process file_name file_path vendor_action hostname username src_country product engine_version event_description signature_version src_ip src_dns dest_ip dest_nt_host 
| lookup servercidrlookup ip as dest_ip output name as dest_asset_name 
| eventstats values(src_ip) as IPList 
| eval IPList=mvjoin(IPList,"","") 
| collect index=""output-gcr"" sourcetype=""GCR_Virus_Mcafee&SCEP_Alert_OutputList"" 
| fields - Alert_name,Trigger_Time",
GCR - Web - [Critical] New LoginCenter Successful Login to Many Different Account,1,AmwayGcrSec,"index=""output-gcr"" sourcetype=""GCR_WebAttack_Alert_OutputList_New"" Alert_name=""GCR - Web - [Critical] New LoginCenter Successful Login to Many Different Account"" AND src_ip!=10.* NOT (AppID=amwaylivestream AND src_ip=58.248.178.103)
| eval u_t_time=strptime(Trigger_Time,""%F %T"") 
| eval d_time=now()-u_t_time 
| eventstats dc(Trigger_Time) as alert_count by src_ip 
| where alert_count=1 
| where d_time<=181 
| table _time AppID Ada Result ChannelID  src_ip cdn_ip ali_ip  City Region Country",
GCR - Web - [Critical] New LoginCenter Successful Login to Many Different Account OutputList,1,AmwayGcrSec,"eventtype=""accllogincenter"" Result=SUCCESS  |rex field=RequestIp ""(?<src_ip>[^\,]+)\,*\s*(?<cdn_ip>[^\,]*)\,*\s*(?<ali_ip>[^\,]*)"" |search `GCR_List_IP_logincenter_Exception(src_ip)` AND src_ip!=10.*  NOT (AppID=amwaylivestream AND src_ip=58.248.178.103)
| eventstats dc(Ada) as count by src_ip 
| where count>=20 
| iplocation src_ip 
| table _time AppID Ada Result ChannelID src_ip  cdn_ip ali_ip City Region Country  
| eval Alert_name=""GCR - Web - [Critical] New LoginCenter Successful Login to Many Different Account"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| collect index=""output-gcr"" sourcetype=""GCR_WebAttack_Alert_OutputList_New""",
GCR - Web - Attempt Attack (Administrator),1,AmwayGcrSec,"`GCR_Events_ApplicationLog` 
    AND req=""*admin*""
    AND src!=10.*
    AND request!=""/callers/ConAdmin.aspx""
    AND request!=""/EDI_WEB_ADMIN/*""
    AND request!=""*wechatframework/*""
    AND request!=""/push2customsForAdmin?orderCodes=*""
    AND request!=""/solr/dev/admin/""
    AND req!=""*/careers/admin*""
    AND req!=""/ccwebsite*""
    AND req!=""*/Courses/*""
    AND req!=""*.gfi""
    AND request_filename!=""*.svg""
    AND request_filename!=""*.js""
    AND req!=""*/content/china/accl/qrcodedeadmin.html""
    AND req!=""/DriveRegister/admin*""
    AND req!=""/cmsAdmin/*""
    AND req!=""/front/MainPageAction/admin.do""
    AND req!=""/*wechatframework/*""
    AND req!=""/wechatframework-binder/resources/admin/js/jquery.js*""
    AND referer!=""*/lms-china.intranet.local/madmin/*""
    AND referer!=""https://servicewechat.com/wx7c293700498579cd/*""
    AND referer!=""https://servicewechat.com/wx291322f17bdfd90c/*""
    AND dhost!=weixin-qa.amwaynet.com.cn
    AND dhost!=cp-manager.amwaynet.com.cn
    AND dhost!=zhibo.amway.com.cn
    AND dhost!=supplychaincontroltower.amway.com.cn
    AND dhost!=toybank.amway.com.cn
| lookup servercidrlookup ip as dst output name as dest_ip_zone 
| fillnull value=null dest_ip_zone
| search dest_ip_zone!=""Wechat Ordering*"" AND dest_ip_zone!=""DCP*"" AND dest_ip_zone!=""AA Workshop Web*"" 
| eval Alert_name=""GCR_Web_Web_Attempt_Attack_(Administrator)"" 
| eval time=strftime(_time,""%F %T"") 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| iplocation src 
| rename City as src_city,Country as src_country 
| rename req as request_filename 
| table Alert_name Trigger_Time _time time sourcetype src shost sourceTranslatedAddress src_city src_country dst destinationTranslatedAddress dhost requestMethod cat request request_filename referer dpt 
| eval request=urldecode(urldecode(request)) 
| collect index=""output-gcr"" sourcetype=""GCR_WebAttack_Alert_OutputList""",
GCR - Web - Attempt Attack (CGI Vulnerablity),1,AmwayGcrSec,"`GCR_Events_Web_CGIVulnerabilityAttemptAttack` 
| eval Alert_name=""Web_Attempt_Attack_(CGI Vulnerablity)"" 
| eval time=strftime(_time,""%F %T"") 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| iplocation src 
| rename City as src_city,Country as src_country 
| rename req as request_filename 
| table Alert_name Trigger_Time _time time sourcetype src shost sourceTranslatedAddress src_city src_country dst destinationTranslatedAddress dhost requestMethod cat request request_filename referer dpt 
| eval request=urldecode(urldecode(request)) 
| collect index=""output-gcr"" sourcetype=""GCR_WebAttack_Alert_OutputList""",
